sifra,naziv,placa,lokacija,opis
318228,STREŽBA HRANE IN PIJAČE,4.56 €/h neto (5.40 €/h bruto),MARIBOR,Podjetje potrebuje osebo za strežbo hrane in pijače.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318228 . Narava dela: začasno in občasno delo 
318218,DELO V KUHINJI,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,"Podjetje nudi zanimivo delo v street food hiški v dobri ekipi, ki med drugim kuha tudi na Odprti kuhni. Lahko se dela tudi samo na Odprti kuhni.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318218 . Narava dela: začasno in občasno delo "
318209,STREŽBA,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA - TRNOVO,"V pubu potrebujejo za strežbo pijače osebi, ki imata vsaj malo izkušenj s strežbo. V kolikor izkušenj ni, pa pričakujejo, da bo kandidat/ka pripravljen/a vložiti nekaj časa, da se priuči.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318209 . Narava dela: začasno in občasno delo "
318207,POMOČ V STREŽBI,6.00 €/h neto (7.10 €/h bruto),MENGEŠ,Lokal na bencinski črpalki potrebuje študenta/ko za pomoč pri strežbi v prijetnem lokalu in simpatičnem kolektivu.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318207 . Narava dela: začasno in občasno delo 
318199,STREŽBA,5.50 €/h neto (6.51 €/h bruto),MARIBOR,"Podjetje porebuje prijazni, pridni in dela željni osebi. Če se vidite v vlogi, vljudno vabljeni, da se jim pridružite v timu. Zraven urne postavke vam pripada še stimulacija. Pogoj je starost nad 18 let.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318199 . Narava dela: začasno in občasno delo "
318191,KOZMETIČNE STORITVE,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA,"Družinsko podjetje z dolgoletno tradicijo išče komunikativni osebi za izvajanje kozmetičnih storitev ali masaž. Pogoji: kozmetični tehnik ali podobna ustrezna izobrazba, poznavanje osnovnih kozmetičnih postopkov (manikura, pedikura, depilacija). Delovni čas po dogovoru. Prijave sprejemajo na e-naslov s pripisom: Prijava na delo - kozmetični tehnik. Z delom lahko pričnete takoj.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318191 . Narava dela: začasno in občasno delo "
318181,POMOČ V STREŽBI,5.00 €/h neto (5.92 €/h bruto),IZOLA,Podjetje išče primerno osebo za strežbo. Pogoj je starost nad 18 let. Zaželene izkušnje in znanje tujih jezikov (angleščina in italijanščina).Št. prostih mest: 2 . Trajanje: SEZONA 2020 . Delovnik: Izmensko. Šifra: 318181 . Narava dela: začasno in občasno delo 
318174,STREŽBA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA TIVOLI,Podjetje išče več oseb za strežbo. Pogoj je starost nad 18 let in delovne izkušnje pri strežbi.Št. prostih mest: 5 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318174 . Narava dela: začasno in občasno delo 
318172,STREŽBA,5.80 €/h neto (6.86 €/h bruto),LJUBLJANA BTC,"Prijetna kavarna išče polnoletno osebo za strežbo. Nudijo dobro plačilo, prilagodljiv urnik in urejeno delovno okolje. Zaželene izkušnje z delom v strežbi.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318172 . Narava dela: začasno in občasno delo "
318169,STREŽBA,5.07 €/h neto (6.00 €/h bruto),LJUBLJANA,"Iščejo prijetno, simpatično osebo za delo v lokalu. Delovni čas po dogovoru, glede na študijske obveznosti. Gostinski lokal je odprt vse dni v tednu, dela se po dogovoru in potrebi.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318169 . Narava dela: začasno in občasno delo "
318162,STREŽBA,5.00 €/h neto (5.92 €/h bruto),HOČE - SLIVNICA,"Podjetje potrebuje polnoletno, komunikativno ter zanesljivo osebo za delo in pomoč v strežbi. Gre za deljen delovni čas, po dogovoru in potrebi. Interesenti naj pokličejo na kontakt podjetja.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318162 . Narava dela: začasno in občasno delo "
318159,HOSTES/APROMOCIJA,7.00 €/h neto (8.28 €/h bruto),"KOPER, PORTOROŽ IN OKOLICA","Podjetje potrebuje več oseb za izvajanje promocij, hostesnega dela na dogodkih, konferencah, pospeševanje prodaje alkoholnih pijač,...Delo poteka pretežno ob vikendih. Pogoji so starost nad 18 let, komunikativnost, zanesljivost in odgovornost. Izkušnje so zaželene, niso pa pogoj.Št. prostih mest: 20 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 318159 . Narava dela: začasno in občasno delo "
318157,PROMOCIJAHOSTES/A,7.00 €/h neto (8.28 €/h bruto),CELJE,"Podjetje potrebuje več oseb za izvajanje promocij, hostesnega dela na dogodkih, pospeševanje prodaje alkoholnih pijač,...Delo poteka pretežno ob vikendih. Pogoji so starost nad 18 let, komunikativnost, zanesljivost in odgovornost. Izkušnje so zaželene niso pa pogoj.Št. prostih mest: 20 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 318157 . Narava dela: začasno in občasno delo "
318156,HOSTES/APROMOCIJA,7.00 €/h neto (8.28 €/h bruto),MARIBOR,"Podjetje potrebuje več oseb za izvajanje promocij, hostesnega dela na dogodkih, pospeševanje prodaje alkoholnih pijač,....Delo poteka pretežno ob vikendih. Pogoji so starost nad 18 let, komunikativnost, zanesljivost in odgovornost. Izkušnje so zaželene niso pa pogoj.Št. prostih mest: 20 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 318156 . Narava dela: začasno in občasno delo "
318153,HOSTES/APROMOCIJA,7.00 €/h neto (8.28 €/h bruto),LJUBLJANA IN OKOLICA,"Podjetje potrebuje več oseb za izvajanje promocij, hostesnega dela na dogodkih, pospeševanje prodaje alkoholnih pijač,...Delo poteka pretežno ob vikendih. Pogoji so starost nad 18 let, komunikativnost, zanesljivost in odgovornost. Izkušnje so zaželene, niso pa pogoj.Št. prostih mest: 20 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 318153 . Narava dela: začasno in občasno delo "
318145,BLAGAJNIKSTREŽBA HRANE IN PIJAČE,5.50 €/h neto (6.51 €/h bruto),LJUBLJANA,"Delo na blagajni picerije in strežba strank (hrana in pijača). Urna postavka je 6,51 € bruto, v nadaljevanju se poveča.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318145 . Narava dela: začasno in občasno delo "
318143,DELO V KUHINJI,5.50 €/h neto (6.51 €/h bruto),LJUBLJANA,"Iščejo prijazne, zanesljive, odgovorne in motivirane osebe za delo v kuhinji z možnostjo napredovanja v picopeka. Uvajalna urna postavka je 6,51 € bruto, v nadaljevanju se poveča. Pričetek dela takoj.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318143 . Narava dela: začasno in občasno delo "
318142,RAZVOZDOSTAVA HRANE,5.50 €/h neto (6.51 €/h bruto),LJUBLJANA,"Iščejo prijazne, zanesljive, odgovorne in motivirane osebe za delo dostavljalca hrane. Uvajalna urna postavka je 6,51 € bruto. Brezplačna malica. Pričetek dela takoj.Št. prostih mest: 5 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318142 . Narava dela: začasno in občasno delo "
318141,STREŽBA,5.49 €/h neto (6.50 €/h bruto),PORTOROŽ,Podjetje išče primerne osebe za strežbo. Izkušnje zaželene. Napitnina. Pošlji prijavo na email.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318141 . Narava dela: začasno in občasno delo 
318137,DELO S STRANKAMI,5.93 €/h neto (7.02 €/h bruto),LJUBLJANA,"Mlad in uspešen team vabi več komunikativnih in odgovornih študentov/-tk, usmerjenih k doseganju rezultatov, za delo s strankami na terenu. Nudijo uvajanje v delo, dobro plačilo (fiksna urna postavka 7,02 € bruto s stimulacijo do 11,61 € bruto), možnost kariernega razvoja in kasnejše zaposlitve. Potreben lasten prevoz. Prijavo + CV pošlji na e-mail ali pokliči.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 318137 . Narava dela: začasno in občasno delo "
318135,STREŽBA,4.56 €/h neto (5.40 €/h bruto),"NEGOVA, SPODNJI IVANJCI","Podjetje potrebuje osebo za strežbo pijače in toplih napitkov. Delovni čas je po dogovoru, 2x na teden. Urna postavka se lahko s pridnostjo tudi zviša.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 318135 . Narava dela: začasno in občasno delo "
318129,STREŽBA,5.00 €/h neto (5.92 €/h bruto),DOMŽALE,"Potrebujejo polnoletno osebo za strežbo. Zaželene izkušnje, zanesljivost, urejenost ter veselje do dela v strežbi.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318129 . Narava dela: začasno in občasno delo "
318124,STREŽBA,5.00 €/h neto (5.92 €/h bruto),IZOLA,Strežba v baru s teraso. Pogoj je starost nad 18 let. Zaželene izkušnje.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318124 . Narava dela: začasno in občasno delo 
318111,POMOČ V STREŽBI,5.00 €/h neto (5.92 €/h bruto),KRANJSKA GORA,"Podjetje išče primerni osebi za pomoč v strežbi (pripravo pogrinjkov, odnašanje inventarja iz miz in skrb za goste). Pogoj je starost nad 18 let.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318111 . Narava dela: začasno in občasno delo "
318107,ZAHTEVNA ADMINISTRATIVNA DELA,5.07 €/h neto (6.00 €/h bruto),LJUBLJANA,"Farmacevtsko podjetje potrebuje osebo za strokovna administrativna dela (pripravo reportov). Pogoji: višji letnik ekonomije, poznavanje SAP-a, res napredno znanje Excella (grafi, Vlook up, Pivot..), zanimanje za Supply Chain. Delo poteka med tednom v dopoldanskem času. Prijavo s CV pošljite na e-naslov.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 318107 . Narava dela: začasno in občasno delo "
318102,STROKOVNO DELOGEODETSKE STORITVE,4.79 €/h neto (5.67 €/h bruto),LJUBLJANA,Potrebujejo osebo za opravljanje geodetskih del v pisani in na terenu. Pogoj študent/ka vsaj 2. letnika geodetske fakultete. Pogoj je starost nad 19 let.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Dopoldan. Šifra: 318102 . Narava dela: začasno in občasno delo 
318094,PROGRAMIRANJE,9.00 €/h neto (10.65 €/h bruto),LJUBLJANA,"Iščejo izkušenega Laravel razvijalca (Laravel, PHP, MySQL, jQuery) za pomoč pri razvoju hišnega sistema za vodenje naročil, izdelkov, zalog ipd. (podpora poslovanja spletne trgovine). Delo je pestro (preplet frontend in backend), od postavitve novih modulov, integracij z drugimi sistemi, implementacijo popravkov za izboljšanje UXa in lažje delo sodelavcev. Poznavanje Magento je plus, sicer možnost mentoriranja. Želijo si resnega sodelavca za dolgoročno sodelovanje, kasneje možnost zaposlitve.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318094 . Narava dela: začasno in občasno delo "
318090,STREŽBA,4.80 €/h neto (5.68 €/h bruto),MARIBOR POBREŽJE,"Podjetje potrebuje dve osebi za strežbo v lokalu. Pogoji: želja po delu z ljudmi, komunikacija, vestnost do dela. Pridruži se jim v prijetnem lokalu in kolektivu.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318090 . Narava dela: začasno in občasno delo "
318086,DELO S STRANKAMI,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"V podjetju krepijo obstoječ kolektiv, v vrste pa sprejmejo osebo, ki bi v najkrajšem možnem času prevzela vodenje izmene. Urna postavka se zviša na 5,92 eur bruto, ko je oseba pripravljena in sposobna samostojno voditi izmeno. Iščejo predvsem resne, odgovorne in zrele študente/ke, saj funkcija zahteva določeno mero samoiniciativnosti in sposobnosti dela z denarjem in z gosti naših restavracij.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318086 . Narava dela: začasno in občasno delo "
318077,NEGOVANJE,4.56 €/h neto (5.40 €/h bruto),POSTOJNA,"Podjetje potrebuje več oseb za pomoč pri zdravsteni negi oskrbovancev. Zaželena zdravstvena smer - bolničar, negovalec, zdravstveni tehnik ali študent/ka zdravstvene fakultete.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318077 . Narava dela: začasno in občasno delo "
318071,ZDRAVSTVENA NEGA,4.89 €/h neto (5.79 €/h bruto),ŠKOFLJICA,Pomoč pri negi in oskrbi. Kandidati/ke naj se prijavijo preko e-pošte s priloženim življenjepisom. Pogoj: šolanje na Zdravstveni fakulteti ali Srednji zdravstveni šoli.Št. prostih mest: 2 . Trajanje: 3 MESECE . Delovnik: Izmensko. Šifra: 318071 . Narava dela: začasno in občasno delo 
318066,ČIŠČENJERAZKUŽEVANJE OBJEKTOV,5.07 €/h neto (6.00 €/h bruto),LJUBLJANA,"Pomoč pri čiščenju in razkuževanju zunanjih in notranjih prostorov za  polnoletne, vestne in zanesljive osebe. Delo je izmenično, vključno z vikendi.  Sobotno delo je plačano po urni postavki 6 € bruto, nedeljsko in praznično pa 7 € bruto. Med vikendi delo poteka le v dopoldanskem času. Zaželen izpit B kategorije. Pokliči.Št. prostih mest: 10 . Trajanje: DLJE ČASA (OBČASNO), PO POTREBI IN DOGOVORU . Delovnik: Izmensko. Šifra: 318066 . Narava dela: začasno in občasno delo "
318064,PRODAJA,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA - PO SLOVENIJI,Potrebujejo več polnoletnih oseb za prodajo v večjih trgovskih centrih po Sloveniji. Prevoz do dela in nazaj je organiziran s strani podjetja.Št. prostih mest: 5 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318064 . Narava dela: začasno in občasno delo 
318063,ADMINISTRATIVNA DELAKNJIŽENJE,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"Iščejo osebo za odgovarjanje email sporočil s strani strank. Delo obsega tudi knjiženje računov in izterjavo odprtih postavk. Če se v tem delu vidite, pošljete svoj življenjepis in opišete vaše prednosti. Dodaten plus je odlično znanje hrvaškega jezika.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 318063 . Narava dela: začasno in občasno delo "
318059,OBLIKOVANJEDELO V VIDEOPRODUKCIJI,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA,"Iščejo osebo, ki obvlada oblikovanje video vsebin in je odprta za tematiko osebnostne rasti - video editing. Potrebno je dobro znanje Adobe programov, imeti velik smisel za ustvarjanje vsebinsko zaključenih celot v video obliki. Možnost kasnejše zaposlitve. Za prijavo na delo je potrebno opraviti nalogo, ki jo prejmete na njihovi spletni strani.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318059 . Narava dela: začasno in občasno delo "
318058,STREŽBA HRANE IN PIJAČE,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA -  BTC,"V novo odprti restavraciji potrebujejo več polnoletnih oseb za strežbo hrane in pijače. Delo poteka vse dni v tednu tudi med prazniki, po potrebi in dogovoru. Prijavo in svojo kontaktno številko pošlj na e-mail.Št. prostih mest: 4 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318058 . Narava dela: začasno in občasno delo "
318057,POMOČ V STREŽBI,5.92 €/h neto (7.00 €/h bruto),LJUBLJANA - ČRNUČE,"Potrebujejo polnoletno osebo za delo v strežbi hrane in pijače (delo na blagajni, delo s strankami). Pogoj: prijaznost in veselje do dela.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318057 . Narava dela: začasno in občasno delo "
318051,DELO V KUHINJIPICOPEK,5.00 €/h neto (5.92 €/h bruto),SMOKUČ,"Podjetje išče osebo za delo pizzopeka - kuharja - pomoč v kuhinji. Pizzerija je odprta v popoldanskem času, od pon. do pet. od 14. do 23. ure, med vikendom od 12. do 23. ure. Razpored dela je stvar dogovora in se prilagodi vašim obveznostim, tudi urna postavka je stvar dogovora, odvisna od sposobnosti in samostojnosti zaposlenega.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Popoldan. Šifra: 318051 . Narava dela: začasno in občasno delo "
318043,STREŽBA,6.00 €/h neto (7.10 €/h bruto),IG,"Če si oseba ki obožuje naravo in konje, se nam pridruži in uživaj v delu v našem lokalu z najboljšim kolektivom.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318043 . Narava dela: začasno in občasno delo "
318038,DELO V PROIZVODNJI,4.77 €/h neto (5.65 €/h bruto),PERNICA PRI MARIBORU,"Podjetje, ki ponuja izdelke za higieno in dezinfekcijo išče pomoč pri strežbi strojem in pomoč v skladišču. Možnost kasnejše zaposlitve.Št. prostih mest: 1 . Trajanje: MIN. 2 MESECA . Delovnik: Po dogovoru. Šifra: 318038 . Narava dela: začasno in občasno delo "
318031,ELEKTROTEHNIČNA DELA,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA MOSTE,"Znanja, ki jih moraš imeti za opravljanje tega dela: WORD, Excel, AutoCAD (risanje enopolnih shem), poznavanje elektroenergetskih komponent in sklopov. Zaželen vsaj 3. letnik študija elektrotehnike.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 318031 . Narava dela: začasno in občasno delo "
318026,STREŽBA,5.00 €/h neto (5.92 €/h bruto),POLJANE NAD ŠKOFJO LOKO,Potrebujejo osebi za delo v strežbi. Zahteva se veselje do dela z gosti in komunikativnost.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318026 . Narava dela: začasno in občasno delo 
318021,STREŽBA,6.76 €/h neto (8.00 €/h bruto),LJUBLJANA RUDNIK,Iščeš delo v strežbi? Priljubljen lokal na Rudniku te vabi v svojo super ekipo in prijeten ambient. Ne odlašaj in se hitro prijavi. Plačilo je odvisno od izkušenj. Polnoletnost in izkušnje so pogoj za delo.Št. prostih mest: 5 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 318021 . Narava dela: začasno in občasno delo 
318015,STREŽBA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA,Delo poteka v športnem parku v gostinskem lokalu na tenisu. Zaželene so izkušnje.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318015 . Narava dela: začasno in občasno delo 
318011,POMOČ V STREŽBI,5.00 €/h neto (5.92 €/h bruto),TRBOVLJE,"Podjetje potrebuje odgovorni, polnoletni in zanesljivi osebi za pomoč v strežbi. Pričetek dela možen takoj, dela se po potrebi in dogovoru. Za prijavo pokličite na kontakt podjetja ali jo pošljite na njihov e-mail.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO), PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 318011 . Narava dela: začasno in občasno delo "
318001,ANKETIRANJE PO TELEFONU,4.56 €/h neto (5.40 €/h bruto),"LJUBLJANA, BTC","Iščejo komunikativne in energične dijake/dijakinje ali študente/ke za kratke ankete po telefonu, delo po dogovoru. Dela se v pisarni na sedežu podjetja v Ljubljani (BTC). Vabljen-a na kavico, kjer se boste ob pogovoru dogovorili za delo.Št. prostih mest: 4 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 318001 . Narava dela: začasno in občasno delo "
317992,POMOČ UPORABNIKOM,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,"Pomoč, svetovanje in podpora češko govorečim strankam preko telefona, maila in socialnih omrežij. Pogoji: aktivno znanje češkega jezika, pisno in ustno, komunikativnost, organizacijske sposobnosti. Prijavo in CV v angleščini pošlji na e-naslov.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Dopoldan. Šifra: 317992 . Narava dela: začasno in občasno delo "
317989,STREŽBA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA - BROD,"Potrebujejo več oseb za delo v strežbi. Delovni čas je izmenski in po dogovoru. Pogoji: polnoletnost, zanesljivost, odgovornost in natančnost. Obvezne izkušnje.Št. prostih mest: 4 . Trajanje: SEZONSKO . Delovnik: Izmensko. Šifra: 317989 . Narava dela: začasno in občasno delo "
317984,STREŽBA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA ČRNUČE,"Strežba pijač v utečenem dnevnem baru. Iščejo odgovorno, simpatično, komunikativno osebo. Delo poteka v urejenem okolju. Izkušnje zaželene, niso pa pogoj. Delovni čas lokala je od ponedeljka do sobote od 8. do 20. ure, nedelje in praznike zaprto.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317984 . Narava dela: začasno in občasno delo "
317960,STREŽBA,5.07 €/h neto (6.00 €/h bruto),LJUBLJANA BEŽIGRAD,Podjetje išče osebo za strežbo v dnevnem lokalu. Zaželene so izkušnje. Delovnik je po dogovoru.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317960 . Narava dela: začasno in občasno delo 
317954,STREŽBA,5.07 €/h neto (6.00 €/h bruto),DOMŽALE,V lokalu potrebujejo polnoletno osebo za delo v strežbi. Izkušnje niso potrebne. Delovnik je po dogovoru.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317954 . Narava dela: začasno in občasno delo 
317950,STREŽBA,4.56 €/h neto (5.40 €/h bruto),SEŽANA,"Strežba v baru v centru Sežane. Delo poteka od ponedeljka do petka, po potrebi in dogovoru.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317950 . Narava dela: začasno in občasno delo "
317941,DELO V AVTOPRALNICI,4.56 €/h neto (5.40 €/h bruto),LJUBEČNA,"Podjetje potrebuje polnoletni ter zanesljivi osebi z izpitom B kategorije za delo in pomoč v avtopralnici. Dela se v dopoldanskem času, oz. po dogovoru in potrebi. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 317941 . Narava dela: začasno in občasno delo "
317938,PROGRAMIRANJE,PO DOGOVORU...,MARIBOR Z OKOLICO,"Iščejo odgovorne, zanesljive in izkušene osebe za programiranje. Nudijo vam: delo v prijetni ekipi na zanimivih mednarodnih projektih in ostale bonus ugodnosti. Zaželeno je predhodno znanje z možnostjo hitrega napredovanja pod mentorstvom. Delo je za daljši čas (občasno), z možnostjo kasnejše redne zaposlitve. Za dodatne informacije jim pišite na e-mail.Št. prostih mest: 5 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 317938 . Narava dela: začasno in občasno delo "
317937,STREŽBA,6.00 €/h neto (7.10 €/h bruto),ORTNEK,"Podjetje potrebuje osebi za strežbo v prijetnem gostinskem lokalu. Lokal je odprt vse dni v tednu, nudijo fleksibilen delovnik ter dobro in redno plačilo.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317937 . Narava dela: začasno in občasno delo "
317936,STREŽBA,4.56 €/h neto (5.40 €/h bruto),LJUBEČNA,"Podjetje potrebuje polnoletno, vestno in komunikativno osebo za pomoč in delo v strežbi. Dela se v dopoldanskem in popoldanskem času, po dogovoru in potrebi. Urna postavka je od 5,40 € bruto dalje. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317936 . Narava dela: začasno in občasno delo "
317926,POMOČ V STREŽBI,5.07 €/h neto (6.00 €/h bruto),CENTER LJUBLJANE,"Iščejo polnoletno osebo za delo v šanku - priprava toplih in hladnih napitkov, pomivanje kozarcev, priprava pogrinjkov in pospravljanje miz, vzdrževanje čistoče v lokalu in gostinskem vrtu.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Izmensko. Šifra: 317926 . Narava dela: začasno in občasno delo "
317909,PRODAJA,5.00 €/h neto (5.92 €/h bruto),"LJUBLJANA, BTC","Iščejo študenta/ko, ki je odgovorna, vestna in prijazna oseba.Nudijo delo v trgovini s športno prehrano. Zaželene so izkušnje na področju športa in športne prehrane.Prosijo vse kandidate/tke, da v mailu priložijo tudi CV.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 317909 . Narava dela: začasno in občasno delo "
317907,STREŽBA,6.00 €/h neto (7.10 €/h bruto),LAVRICA,"Kavarna v nakupovalnem centru išče osebi za samostojno strežbo in pripravo pijač, zanesljivost, prijaznost.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317907 . Narava dela: začasno in občasno delo "
317896,STREŽBA,PO DOGOVORU...,STARA FUŽINA,"Strežba pijač. Lokal se nahaja 500 metrov od Bohinjskega jezera.Št. prostih mest: 2 . Trajanje: DO 30. 9. 2020, LAHKO TUDI DLJE . Delovnik: Po dogovoru. Šifra: 317896 . Narava dela: začasno in občasno delo "
317891,STREŽBA HRANE IN PIJAČE,4.73 €/h neto (5.60 €/h bruto),LJUBLJANA RUDNIK,"Iščejo pridne, zanesljive in samoiniciativne osebe, ki so pripravljeni na dolgoročno sodelovanje. Nudijo redno plačilo in fleksibilen urnik (delo lahko prilagodiš študijskim obveznostim). Za nočno delo je pogoj starost nad 18 let.Št. prostih mest: 8 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317891 . Narava dela: začasno in občasno delo "
317889,STREŽBA,5.50 €/h neto (6.51 €/h bruto),MORAVSKE TOPLICE,Podjetje potrebuje dve osebi za strežbo v baru v turističnem kompleksu. Gostje so pretežno turisti. Zaželene so  izkušnje v strežbi ter znanje nemškega jezika. Zraven urne postavke vam pripada tudi napitnina.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 317889 . Narava dela: začasno in občasno delo 
317885,STREŽBA,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,Potrebujejo osebo za delo v strežbi. Izkušnje so pogoj.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 317885 . Narava dela: začasno in občasno delo 
